번호,서명,저자,발행자,발행년,책수,단가,금액
6147,목숨을 구해 주었더니 은혜를 모르다니  [더책],박혜선 글,아이앤북,2021,1,"\26,000","26,000"
6148,돈을 아껴주는 행동경제학,하시모토 유키카츠 지음,북플라자,2022,1,"\15,000","15,000"
6149,(문화의 시대) 한중 문화충돌,김인희 엮음,동북아역사재단,2022,1,"\18,000","18,000"
6150,괴도 아르센 뤼팽,모리스 르블랑 원작,은하수미디어,2018,1,"\6,500","6,500"
6151,우리는 왜 친구가 필요할까?  : 우정과 연대의 가치를 배우는 다양한 공동체 이야기,니키 테이트 지음,초록개구리,2019,2,"\10,500","21,000"
6152,"이 책은 돈 버는 법에 관한 이야기  : 서민갑부 고명환의 생각법, 독서법, 장사법",고명환 지음,라곰,2022,1,"\16,800","16,800"
6153,30일 완독 책방,조미정 지음,블랙피쉬,2022,1,"\14,000","14,000"
6154,"세상에서 가장 아름다운 곳, 동네책방",이춘수 [외] 지음,사계절,2022,1,"\18,000","18,000"
6155,마음 발견의 기술,김종명 지음,불광출판사,2022,1,"\17,000","17,000"
6156,문제적 캐릭터 심리 사전  : 창작자를 위한 캐릭터 설정 가이드,한민,시크릿하우스,2022,1,"\18,000","18,000"
6157,죽는 날까지 이 걸음으로  : 김동길 박사 명문장·명강의 모음,김동길 지음,청미디어,2022,1,"\15,000","15,000"
6158,죽음을 배우는 시간,김현아 지음,창비,2020,1,"\17,000","17,000"
6159,관계의 영성  : 예수를 믿는 것에서 예수와 관계 맺는 삶으로,레너드 스윗 지음,IVP,2019,1,"\16,000","16,000"
6160,피지올로구스  : 기독교 자연 상징사전,[오토 제엘 원작],知와 사랑,2022,1,"\18,000","18,000"
6161,(수능 국어가 난생 처음인 너를 위한) 국어 공부의 기술,이해황 지음,메가스터디,2022,1,"\17,000","17,000"
6162,데이터는 어떻게 인생의 무기가 되는가,세스 스티븐스 다비도위츠 지음,더퀘스트,2021,1,"\18,000","18,000"
6163,로지스틱스 4.0,오노즈카 마사시 지음,에밀,2019,1,"\16,000","16,000"
6164,리더의 시 리더의 격,고두현,한국경제신문,2022,1,"\19,000","19,000"
6165,문명고 역사 지키기 77일 백서  : 광란의 현장,홍택정 외 지음,글마당,2020,1,"\17,000","17,000"
6166,반도체 삼국지,권석준 지음,뿌리와이파리,2022,1,"\20,000","20,000"
6167,생물 다양성을 보전할 수 있을까?  : 생태학으로 살펴보는 지구 환경 이야기,브뤼노 파디,민음인,2021,1,"\7,500","7,500"
6168,(정재승의) 인간 탐구 보고서 . 10  공감은 마음을 연결하는 통로,정재은,아울북,2022,1,"\14,000","14,000"
6169,(짐 로저스의) 일본에 보내는 경고,짐 로저스 지음,이레미디어,2019,1,"\16,000","16,000"
6170,퀀트투자 무작정 따라하기  = Quantitative investing,강환국 지음,길벗,2022,1,"\25,000","25,000"
6171,평화의 바람,고두환,월간토마토,2022,1,"\15,000","15,000"
6172,나는 한 달에 1kg만 빼기로 했다,이지은 지음,북스고,2020,1,"\17,800","17,800"
6173,(베이비) 몬테소리 육아대백과,시모네 데이비스,키출판사,2021,1,"\17,000","17,000"
6174,(부모와 교사와 의사를 위한) 자폐 완벽 지침서,앨런 로젠블라트,서울의학서적,2022,1,"\25,000","25,000"
6175,작은 변화에도 걱정이 많아지는 예비 엄마들에게,전종관 지음,시공사,2021,1,"\18,000","18,000"
6176,지금 우리 곁의 쓰레기,홍수열,슬로비,2022,1,"\18,000","18,000"
6177,Disney Jazz  : Easy Ver,지민도로시 지음,삼호ETM,2022,1,"\20,000","20,000"
6178,Disney Jazz  : Original Ver,지민도로시 지음,삼호ETM,2022,1,"\20,000","20,000"
6179,당신의 목소리가 사라지는 동안,유디트 바니스텐달 지음,Barambooks,2022,1,"\32,000","32,000"
6180,트리스탄과 이졸데,리하르트 바그너 지음,풍월당,2021,1,"\22,000","22,000"
6181,김승옥문학상 수상작품집 . 2022,편혜영 [외] 지음,문학동네,2022,1,"\10,000","10,000"
6182,깊은숨,김혜나 지음,한겨레출판,2022,2,"\15,000","30,000"
6183,달은 내려와 꿈꾸고 있네,윤동주 [외] 지음,저녁달고양이,2019,1,"\9,800","9,800"
6184,"마음 시툰 용기 있게, 가볍게",김성라 지음,창비,2020,1,"\14,800","14,800"
6185,"묻지 않은 질문, 듣지 못한 대답",박혜수 지음,돌베개,2022,1,"\18,500","18,500"
6186,민디 프로젝트  : 깨발랄 인도계 미국인 코미디언 민디의 할리우드 물들이기 대작전,민디 캘링 지음,책덕,2019,1,"\14,000","14,000"
6187,(티나 페이의) 보시팬츠  : 나댄다는 말을 듣기 전까지 당신은 아무도 아니다,티나 페이 지음,책덕,2019,1,"\14,000","14,000"
6188,"사생활들  : 일상을 이루는 행동, 생각, 기억의 모음",김설 지음,꿈꾸는인생,2021,1,"\12,000","12,000"
6189,(제1부) 선과 악의 학교 . 1  소피와 아가사,소만 차이나니 지음,문학수첩,2018,1,"\12,000","12,000"
6190,(제1부) 선과 악의 학교 . 2  소피와 아가사,소만 차이나니 지음,문학수첩,2018,1,"\12,000","12,000"
6191,(제2부) 선과 악의 학교 . 1  왕자 없는 세상,소만 차이나니 지음,문학수첩,2019,1,"\12,000","12,000"
6192,(제2부) 선과 악의 학교 . 2  왕자 없는 세상,소만 차이나니 지음,문학수첩,2019,1,"\12,000","12,000"
6193,"슬프니까 멋지게, 애나 언니로부터",애나 아카나 지음,책덕,2021,1,"\14,000","14,000"
6194,"아니요, 그건 빼주세요  = No, please leave it out",김겨울 [외] 지음,세미콜론,2022,1,"\14,200","14,200"
6195,아마도 모두의 이야기,아모이 지음,알에이치코리아,2022,1,"\20,000","20,000"
6196,우리는 우리의 최선을,강석희 지음,창비,2021,2,"\14,000","28,000"
6197,유리탑의 살인,치넨 마키토 지음,Readbie,2022,2,"\16,800","33,600"
6198,유진과 데이브,서수진 지음,현대문학,2022,2,"\13,000","26,000"
6199,"청소년 마음 시툰  : 안녕, 해태 . 1",싱고 지음,창비교육,2019,1,"\14,000","14,000"
6200,"청소년 마음 시툰  : 안녕, 해태 . 2",싱고 지음,창비교육,2019,1,"\14,000","14,000"
6201,"청소년 마음 시툰  : 안녕, 해태 . 3",싱고 지음,창비교육,2019,1,"\14,000","14,000"
6202,리얼 싱가포르 2022~2023,정지은 지음,한빛라이프,2022,1,"\18,000","18,000"
6203,명화로 읽는 합스부르크 역사,나카노 교코 지음,한경arte,2022,1,"\16,000","16,000"
6204,아이랑 제주 여행,송인희 지음,디스커버리미디어,2022,1,"\17,500","17,500"
6205,언니들의 여행법  타이난·타이중·르웨탄·타이베이·이란,최예선 [외] 지음,모요사,2018,1,"\18,000","18,000"
6206,여행자의 편지 치앙마이,문희정 지음,문화다방,2020,1,"\15,000","15,000"
6207,영국 귀족의 영애  = Daughters of the British aristocracy,무라카미 리코 지음,AK Trivia Book,2021,1,"\17,000","17,000"
6208,하루쯤 나 혼자 어디라도 가야겠다,장은정 지음,북라이프,2021,1,"\15,800","15,800"
6209,핫하고 힙한 영국  : 영국은 어떻게 레트로 문화의 성지가 되었나,권석하 지음,유아이북스,2022,1,"\16,800","16,800"
6210,Why? 파충·양서류,파피루스 지음,파피루스,2019,2,"\12,800","25,600"
6211,용선생의 (시끌벅적) 과학교실 . 35  여러 가지 물질,사회평론 과학교육연구소 지음,사회평론,2022,1,"\11,800","11,800"
6212,용선생의 (시끌벅적) 과학교실 . 36  동물의 세계,사회평론 과학교육연구소 지음,사회평론,2022,1,"\11,800","11,800"
6213,용선생의 (시끌벅적) 과학교실 . 37  지층과 화석,사회평론 과학교육연구소 지음,사회평론,2022,1,"\11,800","11,800"
6214,용선생의 (시끌벅적) 과학교실 . 38  물질의 구성,사회평론 과학교육연구소 지음,사회평론,2022,1,"\11,800","11,800"
6215,(닥터K의) 오싹한 의학 미스터리 . 1,애덤 케이 지음,윌북주니어,2022,1,"\14,800","14,800"
6216,(닥터K의) 오싹한 의학 미스터리 . 2,애덤 케이 지음,윌북주니어,2022,1,"\14,800","14,800"
6217,"셜록 홈스, 범인을 찾아라! . 2",아서 코난 도일 원작,미래엔,2022,1,"\13,500","13,500"
6218,검정마녀 미루 . 1,류승희 지음,보리,2020,1,"\13,000","13,000"
6219,공룡이 되고 싶어,조은혜 지음,고래뱃속,2022,2,"\14,000","28,000"
6220,공포 명작,가스통 트루 [외] 지음,지경사,2019,2,"\9,500","19,000"
6221,나무를 만날 때,엠마 칼라일 지음,BARN,2022,2,"\15,000","30,000"
6222,내가 진짜 원하는 것,백혜영 지음,별숲,2022,2,"\14,000","28,000"
6223,달걀 마법사 토와 . 1,미야시타 에마 지음,아이노리,2021,1,"\12,000","12,000"
6224,달걀 마법사 토와 . 2,미야시타 에마 지음,아이노리,2022,1,"\12,000","12,000"
6225,사라진 할머니,줄리 김 지음,다산기획,2022,2,"\19,000","38,000"
6226,어린이 마음 시툰  갑자기 인기 짱,안병현 지음,창비교육,2019,1,"\12,000","12,000"
6227,어린이 마음 시툰  스트라이크는 내게 맡겨,박근용 지음,창비교육,2020,1,"\13,000","13,000"
6228,어린이 마음 시툰  우리 둘이라면 문제없지,소복이 지음,창비교육,2020,1,"\12,000","12,000"
6229,잘 들어 주는 개,이금이 [외] 지음,해와나무,2019,2,"\10,000","20,000"
6230,(초등학생이 좋아하는) 동화책 200,이시내 지음,북하우스,2022,2,"\18,500","37,000"
6231,태양의 마녀 나코와 코기 봉봉 . 1,히로시마 레이코 지음,웅진주니어,2022,2,"\13,000","26,000"
6232,"푸치와 브루닐드  : 꼬마 마녀, 고양이 친구를 만나다",바르바라 칸티니 지음,그레이트북스,2021,2,"\12,000","24,000"
6233,할아버지의 천사,유타 바우어 지음,비룡소,2002,2,"\12,000","24,000"
6234,글립스 타입 디자인  : 권두 부록,노은유,워크룸프레스,2022,1,"\13,000","13,000"
6235,글립스 타입 디자인  : 한글과 라틴 타입 디자인,노은유,워크룸프레스,2022,1,"\13,000","13,000"
6236,(눈 떠보니) 메타버스 게더타운(Gather.town) 마스터,최재용,光文閣,2022,1,"\18,000","18,000"
6237,(눈 떠보니) 메타버스 젭(Zep) 마스터,최재용,光文閣,2022,1,"\20,000","20,000"
6238,(닥치는 대로 끌리는 대로 오직 재미있게) 이동진 독서법,이동진 지음,위즈덤하우스,2022,1,"\15,000","15,000"
6239,(맛있는 디자인) 포토샵 & 일러스트레이터 CC 2022,빨간고래,한빛미디어,2022,1,"\22,000","22,000"
6240,(쉽게 배우는) 데이터 통신과 컴퓨터 네트워크,박기현 지음,한빛아카데미,2022,1,"\30,000","30,000"
6241,압축 고전 60권,토마스 아키나리 지음,RHK,2022,1,"\15,800","15,800"
6242,(세계 명작 동화와 함께하는) 우리 아이 문해력 독서법,전병규 지음,시공주니어,2022,1,"\18,000","18,000"
6243,(오토데스크 스케치북으로 시작하는) 자신 있어 아이패드 & 갤럭시 탭 드로잉,이솔기 지음,중앙books,2021,1,"\17,000","17,000"
6244,"(지식을 쌓으려면 통째로, 조목조목) 잡학사전 통조림",엔사이클로넷 지음,사람과나무사이,2022,1,"\18,000","18,000"
6245,청소년을 위한 이것이 인공지능이다,김명락 지음,슬로디미디어,2022,1,"\16,000","16,000"
6246,혼자 공부하는 컴퓨터구조 + 운영체제,강민철 지음,한빛미디어,2022,1,"\28,000","28,000"
6247,혼자 공부하는 파이썬,윤인성 지음,한빛미디어,2022,1,"\22,000","22,000"
6248,(혼자 해도 프로 작가처럼 잘 그리는) 아이패드 드로잉  : with 프로크리에이트,빨간고래 지음,한빛미디어,2022,1,"\22,000","22,000"
6249,(1일 1강) 도덕경 강독,박재희 지음,김영사,2022,1,"\17,800","17,800"
6250,가족이라는 착각,이호선 지음,유노라이프,2022,1,"\17,000","17,000"
6251,게으른 완벽주의자를 위한 심리학  : 미루기의 악순환에서 벗어나고 싶은 당신을 위한 심리 처방,헤이든 핀치 지음,시크릿하우스,2022,1,"\17,000","17,000"
6252,공감한다는 것  : 다름을 상상하고 연결하는 힘,이주언,너머학교,2022,1,"\14,000","14,000"
6253,"과거가 남긴 우울 미래가 보낸 불안  : 후회, 자책, 걱정, 초조를 멈추는 심리학",김아라 지음,유노북스,2022,1,"\17,000","17,000"
6254,꾸역꾸역이 뭐 어때서!,윤진오 지음,바이북스,2021,1,"\14,000","14,000"
6255,"(가장 소중한 것에 커넥트하기 위한) 디지털, 잠시 멈춤",고용석 지음,이지북,2021,1,"\15,000","15,000"
6256,(전 세계 5천만 독자의 삶을 바꾼) 루이스 헤이의 긍정 확언,루이스 헤이,센시오,2022,1,"\17,000","17,000"
6257,"마음이 흔들려서, 마흔인 걸 알았다",김선호 지음,서사원,2022,1,"\15,800","15,800"
6258,매일 운이 좋아지는 21일 하루 명상,채환 지음,중앙books,2022,1,"\17,000","17,000"
6259,모두에게 잘 보일 필요는 없다,함광성 지음,웨일북,2022,1,"\16,000","16,000"
6260,불안해 보여서 불안한 당신에게,한창욱 지음,레몬북스,2021,1,"\15,000","15,000"
6261,빠르게 실패하기,존 크럼볼츠,스노우폭스북스,2022,1,"\16,500","16,500"
6262,심리학이 분노에 답하다,충페이충 지음,미디어숲,2022,1,"\17,800","17,800"
6263,심리학이 이토록 재미있을 줄이야,류혜인 지음,스몰빅인사이트,2021,1,"\15,000","15,000"
6264,아이러니스트  : 내 맘 같지 않은 세상에서 나를 지키며 사는 법,유영만 지음,EBS Books,2021,1,"\18,000","18,000"
6265,엄마랑은 왜 말이 안 통할까?,딘 버넷 지음,뜨인돌,2022,1,"\13,000","13,000"
6266,(30년간 민감한 사람의 마음을 돌본 임상심리사가 발견한) 예민한 사람을 위한 좋은 심리 습관,캐린 홀 지음,빌리버튼,2021,1,"\16,000","16,000"
6267,예민함이라는 선물  : 유난히 민감한 사람들을 위한 관계 심리학,이미 로 지음,온워드,2022,1,"\17,000","17,000"
6268,예쁘게 말하는 네가 좋다,김범준 지음,포레스트북스,2022,1,"\15,800","15,800"
6269,인상의 심리학,다나카 도모에 지음,시그마북스,2022,1,"\16,000","16,000"
6270,(인생에 한번쯤 교양으로 읽는) 채근담,홍자성 지음,레몬북스,2022,1,"\15,000","15,000"
6271,"저, 사랑이 처음인데요  : 사랑이 막막한 십 대를 위한 심리학 이야기",이남석 지음,북트리거,2020,1,"\14,000","14,000"
6272,치유하는 인간  = Homo sanans,권수영 지음,EBS Books,2020,1,"\16,000","16,000"
6273,"키워드 필로소피  = Keyword philosophy  : 테크네에서 에로스까지, 오늘을 읽는 고전 철학 뿌리어",김동훈 지음,EBS Books,2022,1,"\16,800","16,800"
6274,합리적 사고를 방해하는 64가지 오류,알베르트 뫼스메르 지음,북캠퍼스,2022,1,"\14,000","14,000"
6275,김헌의 그리스 로마 신화,김헌 지음,을유문화사,2022,1,"\20,000","20,000"
6276,내향적인 그리스도인을 위한 교회 사용 설명서,애덤 맥휴 지음,IVP,2022,1,"\19,000","19,000"
6277,(도법 스님의) 신심명 강의,도법 지음,불광출판사,2022,1,"\17,000","17,000"
6278,부족한 것이 없는 사람에게 왜 복음이 필요한가?,윌리엄 윌리몬 지음,IVP,2022,1,"\12,000","12,000"
6279,신천지 돌발질문에 대한 친절한 답변,양형주 지음,기독교포털뉴스,2022,1,"\16,000","16,000"
6280,아미타경 마음공부  : 초조한 마음에서 벗어나 소원을 성취하는 가장 간단한 방법,페이융 지음,유노북스,2022,1,"\15,500","15,500"
6281,어웨이크  = Awake,김유진 지음,북폴리오,2022,1,"\15,800","15,800"
6282,평화 되기,틱낫한 지음,불광출판사,2022,1,"\15,000","15,000"
6283,한국 교회 트렌드 2023,지용근 [외] 지음,규장,2022,1,"\20,000","20,000"
6284,100교시 그림책 수업,김영숙 지음,열매하나,2022,1,"\16,000","16,000"
6285,1등은 당신처럼 SNS 하지 않는다,정진수 지음,나비의 활주로,2022,1,"\18,000","18,000"
6286,40일간의 산업일주  = Around industries in 40 days,남혁진 지음,어바웃어북,2022,1,"\28,000","28,000"
6287,9명의 경제학자들,류동민 지음,EBS Books,2022,1,"\17,000","17,000"
6288,(AI 세대에게 딱 맞는) 자녀 교육을 세팅하라,조향숙 지음,더메이커,2021,1,"\16,000","16,000"
6289,AI로 경영하라  = AI in business,이준기 지음,인플루엔셜,2022,1,"\17,800","17,800"
6290,"HR 테크 혁명  : AI 면접관부터 심리상담 챗봇까지, 기술이 이끄는 디지털 인사관리",피플 애널리틱스 연구팀 지음,삼성글로벌리서치,2022,1,"\18,000","18,000"
6291,감옥이란 무엇인가,이백철,지식의날개,2022,1,"\17,000","17,000"
6292,(출근길에 펴서 퇴근길에 마스터하는) 갓성비 경제학,이지훈 지음,중소기업신문,2022,1,"\16,800","16,800"
6293,"경제 위기, 나는 부동산 경매로 다시 일어났다",제이원 지음,좋은연필,2022,1,"\18,000","18,000"
6294,(당신의 돈을 노리는) 골목의 약탈자들,장나래,스마트북스,2021,1,"\15,000","15,000"
6295,공정 이후의 세계,김정희원 지음,창비,2022,1,"\17,000","17,000"
6296,(김경필의) 오늘은 짠테크 내일은 플렉스,김경필 지음,김영사,2022,1,"\16,800","16,800"
6297,"나는, 휴먼  : 장애 운동가 주디스 휴먼 자서전",주디스 휴먼,사계절,2022,1,"\17,000","17,000"
6298,다시 짓는 학교,김태은 지음,에듀니티,2022,1,"\22,000","22,000"
6299,당신의 공부는 틀리지 않았다,사오TV 지음,다산북스,2022,1,"\16,800","16,800"
6300,대한민국 위기와 기회의 시간,선대인 지음,지와인,2022,1,"\18,800","18,800"
6301,돈의 신에게 배우는 머니 시크릿,김새해 지음,비즈니스북스,2022,1,"\16,000","16,000"
6302,라오어의 미국주식 밸류 리밸런싱,라오어 지음,알키,2022,1,"\18,000","18,000"
6303,리얼 월드 러닝  = Real world learning,김하늬 지음,푸른들녘,2021,1,"\16,000","16,000"
6304,마케터의 글쓰기,이선미 지음,앤의서재,2022,1,"\15,000","15,000"
6305,(박병창의 돈을 부르는) 매매의 심리,박병창 지음,포레스트북스,2022,1,"\18,000","18,000"
6306,메타버스와 돈의 미래,오태민 지음,혜화동,2022,1,"\19,800","19,800"
6307,모두를 위한 게임 취급 설명서,최태섭 지음,한겨레출판,2021,1,"\16,000","16,000"
6308,(박정호의) 이기는 창업,박정호 지음,EBS Books,2021,1,"\18,000","18,000"
6309,반도체 애널리스트의 리서치 습관,김경민 지음,국일아이,2022,1,"\17,000","17,000"
6310,(빅데이터 시대의 부의 대이동) 부의 로드맵,푼 킹 왕 외 지음,지브레인,2022,1,"\18,000","18,000"
6311,비트코인 600년만의 기회!!!,지은이: 도리도리,샤샤(샤샤출판사),2022,1,"\19,800","19,800"
6312,생명과 안전을 지키는 직업 . Ⅰ  군인·스파이·경호원,박민규 지음,빈빈冊방,2022,1,"\14,500","14,500"
6313,세금의 흑역사,마이클 킨,세종서적,2022,1,"\22,000","22,000"
6314,세대 감각,바비 더피 지음,어크로스,2022,1,"\18,000","18,000"
6315,세상의 모든 권리 이야기,윌리엄 F. 슐츠,시공사,2022,1,"\23,000","23,000"
6316,"송환, 끝나지 않은 이야기  : 한국 사회 마지막 비전향 장기수를 기록하다",민병래 지음,원더박스,2022,1,"\20,000","20,000"
6317,숨을 참다  : 코로나 시대 우리 일,김종진 [외] 지음,후마니타스,2022,1,"\18,000","18,000"
6318,숫자 감각의 힘  = The sense of number,사이토 고타츠 지음,클랩북스,2022,1,"\16,800","16,800"
6319,(서울대 최종학 교수의) 숫자로 경영하라 . 5  재무제표 행간에 숨은 의미를 파악하라!,최종학 지음,원앤원북스,2022,1,"\23,000","23,000"
6320,(대법관 출신 유튜버 1호 박일환 변호사의) 슬기로운 생활법률,박일환 지음,EBS Books,2021,1,"\16,000","16,000"
6321,(몬스테라 알보로 시작하는) 식테크의 모든 것,박선호 지음,시월,2022,1,"\25,000","25,000"
6322,안드로이드 뜻밖의 역사  : 세상을 뒤흔든 모바일 OS에 담긴 숨은 이야기,쳇 하스 지음,인사이트,2022,1,"\22,000","22,000"
6323,"열등감을 묻는 십대에게  : 너보다 나보다, 나니까 너니까, 단단한 우리를 위한 비교 안내서",박진영,서해문집,2022,1,"\14,000","14,000"
6324,"오늘부터 1,000만원으로 부동산 투자 시작",이현정 지음,길벗,2022,1,"\18,000","18,000"
6325,"서른, 덜컥 집을 사버렸습니다",유환기 지음,애플북스,2022,1,"\15,000","15,000"
6326,우리는 어디서 살아야 하는가  : 인문학자가 직접 고른 살기 좋고 사기 좋은 땅,김시덕 지음,포레스트북스,2022,1,"\18,000","18,000"
6327,"우리는 침묵할 수 없다  : 세계의 여성 17명, 러시아-우크라이나 전쟁과 삶을 이야기하다",윤영호,ㅁ,2022,1,"\18,000","18,000"
6328,운BTI  : 당신에게 행운이 옵니다,박성준 지음,소미미디어,2022,1,"\16,800","16,800"
6329,이렇게만 하면 장사는 저절로 됩니다  : 평범한 골목을 핫플레이스로 만드는 라라브레드 이야기,강호동 지음,위즈덤하우스,2022,1,"\16,500","16,500"
6330,(이코노미스트 홍춘욱) 투자에도 순서가 있다  = The best investment in order,홍춘욱 지음,알에이치코리아,2022,1,"\18,000","18,000"
6331,일의 역사  : 한 권으로 보는 인류의 진화와 노동의 미래,제임스 수즈먼 지음,알에이치코리아,2022,1,"\24,000","24,000"
6332,"제트코노미  : 당신의 고객, 직장동료가 될 Z세대의 모든 것",제이슨 도시,서울문화사,2021,1,"\15,800","15,800"
6333,좋아하는 것을 발견하는 법  : 진로와 자기 탐색,이다혜 지음,창비,2022,1,"\13,000","13,000"
6334,좋은 불평등  : 글로벌 자본주의 변동으로 보는 한국 불평등 30년,최병천 지음,메디치,2022,1,"\22,000","22,000"
6335,지방 아파트 소액 투자 비법,김용성 지음,베가북스,2022,1,"\20,000","20,000"
6336,(청소년을 위한) 미래 교과서,김용섭 [외] 지음,김영사,2022,1,"\16,800","16,800"
6337,취향의 경제  : 취향의 시대는 산업과 소비를 어떻게 바꾸는가,유승호 지음,따비,2021,1,"\18,000","18,000"
6338,"투자의 기초  : 주식부터 채권, 환율까지",이관휘 지음,EBS Books,2022,1,"\17,000","17,000"
6339,풋워크  : 242억 켤레의 욕망과 그 뒤에 숨겨진 것들,탠시 E. 호스킨스 지음,소소의책,2022,1,"\21,000","21,000"
6340,(대한민국 경찰청 제1호 프로파일링 마스터 권일용의) 프로파일링 케이스 스토리  = Profiling case study,권일용 지음,EBS BOOKS,2021,1,"\15,000","15,000"
6341,플루리버스  : 자치와 공동성의 세계 디자인하기,아르투로 에스코바르 지음,알렙,2022,1,"\24,000","24,000"
6342,함께 읽기 좋은 날  : 이민수 선생님의 다정한 독서 수업,이민수 지음,우리학교,2022,1,"\16,000","16,000"
6343,(회계사 김경율의) '노빠꾸' 인생,김경율 지음,트라이온,2022,1,"\17,800","17,800"
6344,꽃말의 탄생  : 서양 문화로 읽는 매혹적인 꽃 이야기,샐리 쿨사드 지음,동양북스,2022,1,"\19,500","19,500"
6345,날씨 기계  : 우리는 어떻게 미래를 내다보는가?,앤드루 블룸 지음,에이도스,2022,1,"\16,000","16,000"
6346,동물의 직업,마리오 루트비히 지음,현암사,2022,1,"\16,000","16,000"
6347,딜리셔스  : 인류의 진화를 이끈 미식의 과학,롭 던,까치(까치글방),2022,1,"\18,000","18,000"
6348,모기가 우리한테 해 준 게 뭔데?,프라우케 피셔,북트리거,2022,1,"\18,000","18,000"
6349,미움받는 식물들  : 아직 쓸모를 발견하지 못한 꽃과 풀에 대하여,존 카디너 지음,윌북,2022,1,"\18,800","18,800"
6350,(머릿속에 그림처럼 펼쳐지는 일사의 모든 수학 원리) 보이는 수학책,박만구 지음,추수밭,2022,1,"\17,000","17,000"
6351,(소설처럼 재미있게 읽는) 생명과학강의,이시우라 쇼이치 지음,시그마북스,2022,1,"\16,000","16,000"
6352,세계사를 바꾼 위대한 식물 상자  : 수많은 식물과 인간의 열망을 싣고 세계를 횡단한 워디언 케이스 이야기,루크 키오 지음,푸른숲,2022,1,"\25,000","25,000"
6353,세계시민을 위한 없는 나라 지리 이야기,서태동 [외] 지음,롤러코스터,2022,1,"\16,800","16,800"
6354,"(시험, 생활, 교양 상식으로 나눠서 배우는) 수학대백과사전  : 실생활에 꼭 필요한 수학에 접근하는 공식, 정리, 규칙 127가지",구라모토 다카후미 지음,동양북스,2020,1,"\18,000","18,000"
6355,식물 심고 그림책 읽으며 아이들과 열두 달,이태용 지음,세로,2021,1,"\18,000","18,000"
6356,"어서 오세요, 이야기 수학 클럽에",김민형 지음,인플루엔셜,2022,1,"\16,000","16,000"
6357,우리는 어떻게 우리가 되었을까?  : 선택과 모험이 가득한 인류 진화의 비밀 속으로,이상희 지음,우리학교,2021,1,"\14,000","14,000"
6358,"우주의 바다로 간다면  : NASA의 과학자, 우주의 심해에서 외계 생명체를 찾다",케빈 피터 핸드 지음,해나무,2022,1,"\18,000","18,000"
6359,이런 물리라면 포기하지 않을 텐데  : 광쌤의 쉽고 명쾌한 물리학 수업,이광조 지음,보누스,2022,1,"\15,800","15,800"
6360,지금 당장 기후 토론  : 우리는 서로의 지구니까,김추령 지음,우리학교,2022,1,"\15,500","15,500"
6361,카이사르의 마지막 숨  : 우리를 둘러싼 공기의 비밀,샘 킨 지음,해나무,2021,1,"\20,000","20,000"
6362,(오래오래 건강한 개) 포에버 도그,로드니 하비브,코쿤북스,2022,1,"\25,000","25,000"
6363,피보나치의 토끼  : 수학 혁명을 일으킨 50가지 발견,에덤 하트데이비스 지음,시그마북스,2021,1,"\13,800","13,800"
6364,"화려한 화학의 시대  : 기근과 질병을 극복하려다가 많은 사람들을 희생시키고, 자연과의 관계를 변화시킨 화학자들의 이야기",프랭크 A. 폰 히펠 지음,까치(까치글방),2021,1,"\23,000","23,000"
6365,화이트 스카이,엘리자베스 콜버트 지음,쌤앤파커스,2022,1,"\18,000","18,000"
6366,(10대를 위한 4차 산업혁명 시대) 주인으로 살기  : 과학기술전문가가 알려주는 4차 산업혁명 시대의 유망 기술과 미래 일자리,김희용 지음,책연,2022,1,"\13,000","13,000"
6367,가려워서 미치겠어요  : 서울대학교병원 피부과 정진호 교수가 알려주는 피부 가려움증의 모든 것,정진호 지음,해냄(해냄출판사),2022,1,"\17,500","17,500"
6368,건강 공부 건강 습관,오상우 지음,EBS Books,2021,1,"\17,500","17,500"
6369,건강의 뇌과학  : 날마다 젊어지는 뇌의 비밀,제임스 굿윈 지음,현대지성,2022,1,"\19,900","19,900"
6370,건강하고 싶어서 비건입니다  : 비건 영양학자가 전하는 균형 잡힌 채식 가이드,파멜라 퍼거슨 지음,반니,2022,1,"\14,800","14,800"
6371,(그린멜로즈의) 사계절 그린 레시피  : 제철 과일과 재료로 즐기는 나만의 홈카페 음료,박진영 글·사진,예문아카이브,2022,1,"\17,000","17,000"
6372,근육의 신비  : 당신도 자연치유될 수 있다,제리 웨버 지음,중앙생활사,2022,1,"\16,500","16,500"
6373,글루코스 혁명  : 좋아하는 음식을 즐기면서 과학적으로 체중을 줄이는 10가지 방법,제시 인차우스페 지음,아침사과,2022,1,"\18,000","18,000"
6374,기후미식  : 우리가 먹는 것이 지구의 미래다,이의철 지음,위즈덤하우스,2022,1,"\15,000","15,000"
6375,"(국내 최고 재활전문의이자, 생존 확률 5% 말기암을 극복한) 나영무 박사의 암 치유 기적의 운동",나영무 지음,체인지업,2022,1,"\17,000","17,000"
6376,(안 된다고 하기 전에 왜 그런지 이유를 묻는) 내 아이를 바꾸는 위대한 질문 하브루타,민혜영 지음,서사원,2022,1,"\15,000","15,000"
6377,"내가 된다는 것  : 데이터, 사이보그, 인공지능 시대에 인간 의식을 탐험하다",아닐 세스 지음,흐름출판,2022,1,"\20,000","20,000"
6378,맨발로 걸어라,박동창 지음,국일미디어,2021,1,"\17,000","17,000"
6379,바리스타 챔피언의 스페셜티 커피,마루야마 커피,현익출판,2022,1,"\20,000","20,000"
